order_in,Order ID,Order Date,Ship Date,Customer ID,Product ID,Sales,Quantity,Discount,Profit,CoGS,ship_mode_id
4148,CA-2017-106068,2017-10-23,2017-10-28,RB-19330,OFF-BI-10000962,9.762,3,0.8,-15.1311,24.8931,2
4149,CA-2017-106068,2017-10-23,2017-10-28,RB-19330,OFF-ST-10004507,13.72,1,0.2,1.2005,12.5195,2
4150,CA-2017-106068,2017-10-23,2017-10-28,RB-19330,TEC-AC-10002942,55.2,1,0.2,-2.07,57.27,2
4151,CA-2017-106068,2017-10-23,2017-10-28,RB-19330,OFF-ST-10002344,259.136,4,0.2,-58.3056,317.4416,2
4152,CA-2017-100160,2017-09-07,2017-09-11,CB-12025,OFF-LA-10002475,29.24,5,0.2,9.8685,19.371499999999997,2
4153,CA-2017-100160,2017-09-07,2017-09-11,CB-12025,OFF-PA-10003072,15.552,3,0.2,5.4432,10.108799999999999,2
4154,CA-2017-100160,2017-09-07,2017-09-11,CB-12025,OFF-EN-10001509,4.896,3,0.2,1.6524,3.2436,2
4155,CA-2016-139689,2016-12-29,2017-01-03,MP-17965,OFF-BI-10004781,38.088,4,0.7,-27.9312,66.0192,2
4156,CA-2016-139689,2016-12-29,2017-01-03,MP-17965,OFF-BI-10000145,2.808,3,0.7,-1.9656,4.7736,2
4157,CA-2015-101091,2015-12-05,2015-12-09,SW-20245,TEC-AC-10003280,47.984,2,0.2,0.5998,47.3842,1
4158,CA-2015-101091,2015-12-05,2015-12-09,SW-20245,OFF-BI-10001107,26.064,6,0.7,-19.9824,46.0464,1
4159,CA-2014-126907,2014-11-01,2014-11-08,SM-20950,OFF-PA-10000533,15.696,3,0.2,5.1012,10.5948,2
4160,US-2016-164588,2016-04-16,2016-04-23,AP-10915,OFF-AR-10003056,12.84,3,0.0,3.7236,9.1164,2
4161,CA-2017-115546,2017-05-14,2017-05-18,AH-10465,TEC-PH-10002834,539.97,3,0.0,134.9925,404.9775,2
4162,CA-2017-115546,2017-05-14,2017-05-18,AH-10465,OFF-ST-10002214,22.58,2,0.0,5.8708,16.7092,2
4163,CA-2015-163587,2015-03-14,2015-03-18,EP-13915,OFF-LA-10004484,16.52,4,0.0,7.5992,8.9208,2
4164,CA-2015-163587,2015-03-14,2015-03-18,EP-13915,OFF-BI-10003091,671.94,3,0.0,315.8118,356.12820000000005,2
4165,US-2017-106131,2017-01-14,2017-01-16,TP-21565,TEC-AC-10003027,169.064,7,0.2,-14.7931,183.8571,3
4166,US-2017-106131,2017-01-14,2017-01-16,TP-21565,OFF-ST-10003638,168.624,9,0.2,14.7546,153.86939999999998,3
4167,CA-2015-160213,2015-03-08,2015-03-13,AR-10825,OFF-PA-10003848,19.44,3,0.0,9.3312,10.1088,2
4168,CA-2014-157924,2014-10-11,2014-10-13,HA-14920,OFF-ST-10002352,31.92,4,0.0,8.2992,23.620800000000003,3
4169,CA-2014-157924,2014-10-11,2014-10-13,HA-14920,FUR-CH-10000229,433.568,2,0.2,-65.0352,498.6032,3
4170,CA-2015-100216,2015-04-13,2015-04-14,HJ-14875,OFF-PA-10000788,31.104,6,0.2,10.8864,20.217599999999997,3
4171,CA-2015-100216,2015-04-13,2015-04-14,HJ-14875,OFF-PA-10002968,54.816,3,0.2,17.8152,37.0008,3
4172,CA-2017-100601,2017-11-16,2017-11-20,JK-15370,OFF-ST-10002486,48.86,7,0.0,0.9772,47.882799999999996,2
4173,CA-2016-152163,2016-07-01,2016-07-01,JF-15355,OFF-BI-10002215,14.2,2,0.0,6.532,7.667999999999999,4
4174,CA-2016-152163,2016-07-01,2016-07-01,JF-15355,OFF-PA-10000788,12.96,2,0.0,6.2208,6.739200000000001,4
4175,CA-2016-152163,2016-07-01,2016-07-01,JF-15355,OFF-BI-10003364,58.34,2,0.0,28.0032,30.336800000000004,4
4176,CA-2015-154340,2015-11-29,2015-11-30,EK-13795,OFF-AR-10003582,56.3,2,0.0,15.764,40.536,3
4177,CA-2014-128846,2014-04-07,2014-04-12,RS-19765,TEC-PH-10003273,629.95,5,0.0,163.787,466.163,2
4178,CA-2014-128846,2014-04-07,2014-04-12,RS-19765,OFF-PA-10000100,122.97,3,0.0,60.2553,62.7147,2
4179,CA-2016-148593,2016-06-16,2016-06-18,BD-11320,OFF-PA-10001776,46.35,5,0.0,21.7845,24.5655,1
4180,US-2017-119039,2017-03-06,2017-03-10,BF-11170,OFF-BI-10004182,14.976,9,0.2,5.4288,9.5472,2
4181,CA-2017-128426,2017-10-07,2017-10-11,JK-15730,OFF-BI-10000756,4.24,5,0.8,-6.36,10.600000000000001,2
4182,US-2017-136868,2017-10-06,2017-10-12,CR-12820,TEC-AC-10001539,319.96,4,0.0,115.1856,204.77439999999999,2
4183,US-2017-136868,2017-10-06,2017-10-12,CR-12820,OFF-PA-10002377,17.04,3,0.0,7.668,9.372,2
4184,US-2017-136868,2017-10-06,2017-10-12,CR-12820,OFF-ST-10000991,344.91,3,0.0,10.3473,334.5627,2
4185,CA-2016-143749,2016-12-05,2016-12-07,AG-10300,FUR-BO-10002853,81.94,1,0.0,20.485,61.455,3
4186,CA-2016-111493,2016-10-21,2016-10-22,CM-12160,TEC-AC-10004510,98.16,6,0.0,9.816,88.344,3
4187,CA-2017-112536,2017-05-18,2017-05-23,SG-20890,OFF-BI-10003712,6.874,7,0.8,-10.6547,17.5287,2
4188,CA-2017-112536,2017-05-18,2017-05-23,SG-20890,OFF-BI-10002571,1.996,1,0.8,-3.2934,5.2894000000000005,2
4189,CA-2017-112536,2017-05-18,2017-05-23,SG-20890,OFF-ST-10004835,8.928,2,0.2,0.6696,8.258400000000002,2
4190,CA-2016-157714,2016-09-26,2016-10-01,CS-12175,OFF-PA-10004022,9.99,1,0.0,4.4955,5.4945,1
4191,CA-2017-166709,2017-11-17,2017-11-22,HL-15040,TEC-CO-10004722,10499.97,3,0.0,5039.9856,5459.984399999999,2
4192,CA-2015-129392,2015-07-08,2015-07-08,DM-13015,OFF-PA-10004248,21.12,5,0.2,6.6,14.520000000000001,4
4193,CA-2015-150875,2015-11-16,2015-11-20,HK-14890,FUR-TA-10000577,696.42,2,0.0,160.1766,536.2434,2
4194,CA-2015-150875,2015-11-16,2015-11-20,HK-14890,TEC-PH-10001254,304.776,3,0.2,22.8582,281.9178,2
4195,CA-2015-154200,2015-06-18,2015-06-22,BG-11740,OFF-AR-10001044,51.98,2,0.0,15.0742,36.9058,2
4196,CA-2016-124233,2016-04-08,2016-04-14,CK-12595,FUR-FU-10002597,24.7,5,0.0,10.374,14.325999999999999,2
4197,US-2015-134271,2015-04-18,2015-04-23,RF-19735,OFF-LA-10004093,21.93,3,0.0,10.3071,11.6229,1
4198,US-2016-161683,2016-12-03,2016-12-08,CJ-12010,OFF-AP-10000179,394.816,4,0.2,93.7688,301.0472,2
4199,US-2016-161683,2016-12-03,2016-12-08,CJ-12010,OFF-BI-10001072,18.192,4,0.7,-14.5536,32.745599999999996,2
4200,CA-2015-143105,2015-12-10,2015-12-10,MA-17560,OFF-LA-10004093,7.31,1,0.0,3.4357,3.8742999999999994,4
4201,CA-2015-143105,2015-12-10,2015-12-10,MA-17560,TEC-CO-10002095,799.984,2,0.2,249.995,549.989,4
4202,CA-2015-143105,2015-12-10,2015-12-10,MA-17560,OFF-PA-10002713,41.28,6,0.0,18.9888,22.2912,4
4203,CA-2015-143105,2015-12-10,2015-12-10,MA-17560,OFF-PA-10002254,184.66,7,0.0,84.9436,99.7164,4
4204,CA-2014-145387,2014-10-31,2014-11-02,AM-10705,OFF-AR-10001683,49.25,5,0.0,18.715,30.535,1
4205,CA-2014-145387,2014-10-31,2014-11-02,AM-10705,OFF-PA-10002195,10.16,2,0.0,4.7752,5.3848,1
4206,CA-2014-145387,2014-10-31,2014-11-02,AM-10705,FUR-FU-10002364,14.76,2,0.0,4.2804,10.4796,1
4207,CA-2014-145387,2014-10-31,2014-11-02,AM-10705,OFF-BI-10004001,34.08,2,0.0,15.6768,18.4032,1
4208,CA-2014-145387,2014-10-31,2014-11-02,AM-10705,FUR-FU-10000023,17.67,3,0.0,7.7748,9.895200000000003,1
4209,CA-2014-145387,2014-10-31,2014-11-02,AM-10705,FUR-CH-10002320,1604.9,5,0.0,481.47,1123.43,1
4210,CA-2014-145387,2014-10-31,2014-11-02,AM-10705,FUR-TA-10003238,385.686,1,0.3,-60.6078,446.2938,1
4211,CA-2017-109715,2017-12-09,2017-12-14,AH-10585,OFF-PA-10004965,15.984,2,0.2,4.995,10.989,2
4212,CA-2014-166457,2014-05-05,2014-05-09,PF-19120,OFF-PA-10003016,9.42,3,0.0,4.239,5.181,1
4213,CA-2014-166457,2014-05-05,2014-05-09,PF-19120,OFF-AR-10003651,6.56,2,0.0,1.9024,4.6575999999999995,1
4214,CA-2014-166457,2014-05-05,2014-05-09,PF-19120,OFF-PA-10001363,24.56,2,0.0,11.5432,13.016799999999998,1
4215,CA-2016-164637,2016-03-04,2016-03-08,RD-19480,OFF-BI-10003876,128.4,3,0.0,64.2,64.2,2
4216,CA-2014-103590,2014-11-30,2014-12-04,JL-15505,OFF-EN-10004007,62.28,4,0.0,29.2716,33.0084,2
4217,CA-2015-111234,2015-02-18,2015-02-22,AB-10600,OFF-LA-10002271,9.24,3,0.0,4.4352,4.8048,2
4218,CA-2017-149881,2017-04-01,2017-04-03,NC-18535,FUR-BO-10003894,482.664,8,0.15,85.176,397.488,3
4219,CA-2017-149881,2017-04-01,2017-04-03,NC-18535,TEC-MA-10000418,4799.984,2,0.2,359.9988,4439.9852,3
4220,CA-2017-134565,2017-06-11,2017-06-13,TB-21400,OFF-PA-10004243,37.94,2,0.0,18.2112,19.728799999999996,1
4221,CA-2017-134565,2017-06-11,2017-06-13,TB-21400,OFF-BI-10001759,18.288,6,0.2,6.6294,11.6586,1
4222,CA-2017-134565,2017-06-11,2017-06-13,TB-21400,TEC-MA-10001570,385.8,5,0.2,130.2075,255.5925,1
4223,CA-2017-134565,2017-06-11,2017-06-13,TB-21400,OFF-ST-10004804,102.96,2,0.0,1.0296,101.93039999999999,1
4224,CA-2017-134565,2017-06-11,2017-06-13,TB-21400,FUR-BO-10001519,174.42,3,0.0,41.8608,132.55919999999998,1
4225,CA-2016-108644,2016-09-30,2016-10-03,SJ-20215,OFF-BI-10000343,1.964,2,0.8,-3.2406,5.2046,3
4226,US-2014-102631,2014-12-13,2014-12-17,EB-13840,FUR-FU-10003930,94.428,3,0.6,-42.4926,136.9206,2
4227,CA-2017-120327,2017-11-11,2017-11-16,WB-21850,OFF-FA-10004854,45.92,4,0.0,21.5824,24.337600000000002,2
4228,CA-2015-154970,2015-01-05,2015-01-10,SR-20740,FUR-CH-10003396,61.584,1,0.2,-6.9282,68.5122,2
4229,CA-2016-113803,2016-03-24,2016-03-26,VG-21805,OFF-PA-10001994,22.48,1,0.0,10.3408,12.1392,3
4230,CA-2017-100223,2017-07-05,2017-07-10,LS-16945,FUR-FU-10003601,332.028,9,0.6,-348.6294,680.6574,2
4231,CA-2017-100223,2017-07-05,2017-07-10,LS-16945,OFF-BI-10003429,11.394,9,0.8,-17.6607,29.054699999999997,2
4232,CA-2017-100223,2017-07-05,2017-07-10,LS-16945,OFF-PA-10000232,15.552,3,0.2,5.6376,9.9144,2
4233,CA-2017-100223,2017-07-05,2017-07-10,LS-16945,OFF-PA-10002195,31.104,6,0.2,11.2752,19.8288,2
4234,CA-2017-100223,2017-07-05,2017-07-10,LS-16945,OFF-BI-10004492,6.316,1,0.8,-10.4214,16.7374,2
4235,CA-2014-168823,2014-09-21,2014-09-24,MA-17560,OFF-PA-10004000,11.352,3,0.2,4.1151,7.2369,3
4236,CA-2014-168823,2014-09-21,2014-09-24,MA-17560,OFF-LA-10004425,20.808,9,0.2,7.0227,13.7853,3
4237,CA-2016-162404,2016-07-23,2016-07-27,NF-18475,OFF-BI-10000948,11.416,4,0.8,-18.8364,30.2524,2
4238,CA-2017-104024,2017-08-29,2017-09-03,MD-17860,OFF-AR-10001972,9.408,7,0.2,0.7056,8.702399999999999,1
4239,CA-2017-147144,2017-03-26,2017-03-28,MZ-17335,OFF-AR-10004587,19.83,1,0.0,5.949,13.880999999999998,3
4240,CA-2017-158673,2017-12-29,2018-01-04,KB-16600,OFF-PA-10000994,209.7,2,0.0,100.656,109.04399999999998,2
4241,CA-2014-133704,2014-09-20,2014-09-26,MA-17995,OFF-AP-10001366,43.92,4,0.0,11.8584,32.0616,2
4242,CA-2014-133704,2014-09-20,2014-09-26,MA-17995,OFF-BI-10001636,20.232,3,0.2,6.5754,13.6566,2
4243,CA-2016-159142,2016-04-04,2016-04-05,ME-17320,TEC-PH-10001448,149.97,3,0.0,5.9988,143.9712,3
4244,CA-2016-159142,2016-04-04,2016-04-05,ME-17320,OFF-PA-10001776,27.81,3,0.0,13.0707,14.739299999999998,3
4245,CA-2014-138436,2014-03-26,2014-03-30,JD-15895,TEC-AC-10002323,66.3,3,0.0,8.619,57.681,2
4246,CA-2017-117702,2017-11-28,2017-12-04,LS-16975,OFF-AR-10004582,1.64,1,0.0,0.738,0.9019999999999999,2
4247,CA-2017-117702,2017-11-28,2017-12-04,LS-16975,FUR-FU-10000576,1049.2,5,0.0,272.792,776.4080000000001,2
4248,CA-2017-117702,2017-11-28,2017-12-04,LS-16975,FUR-FU-10004270,20.9,5,0.0,7.524,13.375999999999998,2
4249,CA-2016-157336,2016-12-01,2016-12-05,SJ-20500,OFF-BI-10004236,88.08,6,0.0,40.5168,47.563199999999995,1
4250,CA-2016-157336,2016-12-01,2016-12-05,SJ-20500,FUR-CH-10004997,751.92,4,0.0,150.384,601.536,1
4251,CA-2014-168130,2014-09-19,2014-09-19,BS-11365,FUR-CH-10000988,887.103,7,0.1,177.4206,709.6823999999999,4
4252,CA-2015-155068,2015-10-23,2015-10-23,RA-19285,TEC-PH-10004897,55.944,7,0.2,-13.2867,69.2307,4
4253,CA-2015-155068,2015-10-23,2015-10-23,RA-19285,OFF-AR-10002656,10.688,2,0.2,2.2712,8.4168,4
4254,CA-2015-155068,2015-10-23,2015-10-23,RA-19285,TEC-PH-10004924,11.824,2,0.2,1.0346,10.7894,4
4255,CA-2017-163160,2017-10-13,2017-10-16,TS-21610,OFF-PA-10003127,63.312,3,0.2,20.5764,42.7356,3
4256,CA-2017-163160,2017-10-13,2017-10-16,TS-21610,OFF-BI-10000778,96.784,4,0.8,-145.176,241.95999999999998,3
4257,CA-2017-163160,2017-10-13,2017-10-16,TS-21610,FUR-FU-10001424,10.476,3,0.6,-6.8094,17.285400000000003,3
4258,CA-2015-101924,2015-09-04,2015-09-09,KB-16585,OFF-BI-10000962,9.762,2,0.7,-6.8334,16.5954,2
4259,CA-2016-124793,2016-03-14,2016-03-16,MM-18280,FUR-CH-10002880,196.784,2,0.2,-22.1382,218.9222,3
4260,CA-2017-118367,2017-10-28,2017-11-02,LO-17170,OFF-EN-10004386,47.98,2,0.0,23.99,23.99,1
4261,CA-2017-164819,2017-10-15,2017-10-19,RS-19420,OFF-LA-10001045,13.05,5,0.0,6.003,7.047000000000001,1
4262,CA-2017-158344,2017-08-07,2017-08-11,CC-12475,TEC-AC-10002006,63.96,4,0.0,19.8276,44.132400000000004,2
4263,CA-2017-123351,2017-09-21,2017-09-25,KT-16480,OFF-AP-10001242,80.48,1,0.0,24.144,56.336000000000006,2
4264,CA-2017-110429,2017-11-03,2017-11-08,DM-13015,OFF-BI-10000216,11.673,3,0.7,-7.782,19.455,2
4265,US-2016-131611,2016-11-05,2016-11-09,EP-13915,FUR-TA-10002774,863.128,8,0.3,-160.2952,1023.4232000000001,2
4266,US-2016-131611,2016-11-05,2016-11-09,EP-13915,OFF-BI-10004364,3.564,3,0.8,-6.237,9.801,2
4267,US-2016-131611,2016-11-05,2016-11-09,EP-13915,FUR-BO-10000780,956.6648,7,0.32,-225.0976,1181.7624,2
4268,US-2016-131611,2016-11-05,2016-11-09,EP-13915,OFF-BI-10001989,12.588,3,0.8,-20.1408,32.7288,2
4269,US-2016-131611,2016-11-05,2016-11-09,EP-13915,TEC-AC-10004001,171.96,5,0.2,45.1395,126.82050000000001,2
4270,US-2017-124821,2017-06-25,2017-06-29,AM-10705,FUR-TA-10000688,871.4,4,0.0,148.138,723.262,1
4271,CA-2015-166975,2015-11-26,2015-11-30,SH-20635,FUR-FU-10003930,692.472,11,0.2,190.4298,502.0422,2
4272,CA-2016-123806,2016-11-24,2016-11-27,LA-16780,FUR-FU-10000965,207.76,4,0.0,85.1816,122.57839999999999,1
4273,US-2017-158505,2017-07-21,2017-07-21,SF-20200,TEC-PH-10004071,71.928,9,0.2,6.2937,65.6343,4
4274,US-2017-158505,2017-07-21,2017-07-21,SF-20200,OFF-AR-10001044,25.99,1,0.0,7.5371,18.4529,4
4275,CA-2015-142692,2015-10-23,2015-10-28,AG-10495,OFF-BI-10004140,3.592,1,0.2,1.1225,2.4695,2
4276,CA-2015-123456,2015-07-09,2015-07-13,KN-16450,OFF-AP-10002684,48.632,2,0.8,-121.58,170.212,2
4277,CA-2017-151358,2017-08-18,2017-08-22,NF-18595,OFF-ST-10000046,323.1,2,0.0,61.389,261.711,2
4278,US-2016-107440,2016-04-16,2016-04-20,BS-11365,TEC-MA-10001047,9099.93,7,0.0,2365.9818,6733.948200000001,2
4279,US-2016-107440,2016-04-16,2016-04-20,BS-11365,FUR-FU-10000550,9.96,2,0.0,3.2868,6.673200000000001,2
4280,US-2016-107440,2016-04-16,2016-04-20,BS-11365,OFF-BI-10002432,25.3,5,0.0,11.891,13.409,2
4281,CA-2014-166989,2014-11-14,2014-11-18,RM-19675,OFF-PA-10004470,11.36,2,0.0,5.2256,6.134399999999999,2
4282,CA-2014-166989,2014-11-14,2014-11-18,RM-19675,FUR-CH-10001797,69.264,2,0.1,14.6224,54.6416,2
4283,CA-2014-103100,2014-12-20,2014-12-23,AB-10105,OFF-LA-10003720,3.69,1,0.0,1.7343,1.9557,3
4284,CA-2014-103100,2014-12-20,2014-12-23,AB-10105,OFF-BI-10004600,1103.97,3,0.0,496.7865,607.1835000000001,3
4285,CA-2015-105690,2015-11-21,2015-11-26,CA-11965,FUR-BO-10003965,246.1328,2,0.32,-76.0116,322.1444,1
4286,CA-2015-105690,2015-11-21,2015-11-26,CA-11965,OFF-LA-10000240,11.696,2,0.2,3.9474,7.7486,1
4287,CA-2015-105690,2015-11-21,2015-11-26,CA-11965,TEC-CO-10001571,439.992,1,0.2,164.997,274.995,1
4288,CA-2017-127516,2017-12-28,2018-01-03,EH-14005,OFF-ST-10000736,64.784,1,0.2,-12.9568,77.74080000000001,2
4289,US-2015-117184,2015-05-17,2015-05-21,ON-18715,OFF-BI-10002082,33.28,5,0.8,-49.92,83.2,2
4290,US-2015-117184,2015-05-17,2015-05-21,ON-18715,OFF-PA-10002250,14.088,3,0.2,4.9308,9.1572,2
4291,CA-2017-102407,2017-12-09,2017-12-13,AT-10435,OFF-AR-10000122,11.16,2,0.0,2.79,8.370000000000001,1
4292,CA-2017-102407,2017-12-09,2017-12-13,AT-10435,FUR-TA-10003748,896.328,9,0.2,22.4082,873.9198,1
4293,CA-2017-102407,2017-12-09,2017-12-13,AT-10435,OFF-AP-10001394,189.0,1,0.0,68.04,120.96,1
4294,CA-2017-130967,2017-03-10,2017-03-16,EB-13870,TEC-PH-10004896,53.982,3,0.4,-10.7964,64.7784,2
4295,CA-2017-101581,2017-10-22,2017-10-27,DW-13195,FUR-TA-10002607,177.225,5,0.5,-120.513,297.738,2
4296,CA-2017-169124,2017-07-03,2017-07-10,MB-17305,FUR-FU-10001215,129.39,3,0.0,54.3438,75.04619999999998,2
4297,CA-2017-117261,2017-09-04,2017-09-10,TH-21235,OFF-ST-10000419,54.32,4,0.0,0.5432,53.7768,2
4298,CA-2017-129021,2017-08-23,2017-08-26,PO-18850,TEC-PH-10001459,4367.896,13,0.2,327.5922,4040.3037999999997,1
4299,CA-2017-129021,2017-08-23,2017-08-26,PO-18850,OFF-PA-10000241,49.568,2,0.2,15.49,34.077999999999996,1
4300,CA-2017-129021,2017-08-23,2017-08-26,PO-18850,OFF-AP-10003040,161.376,6,0.2,12.1032,149.27280000000002,1
4301,CA-2017-129021,2017-08-23,2017-08-26,PO-18850,FUR-FU-10001852,2.784,2,0.2,0.4176,2.3663999999999996,1
4302,CA-2017-129021,2017-08-23,2017-08-26,PO-18850,OFF-PA-10000141,8.72,5,0.2,2.943,5.777000000000001,1
4303,CA-2014-123253,2014-08-22,2014-08-25,DE-13255,OFF-AR-10002804,3.912,1,0.2,1.0269,2.8851,1
4304,CA-2016-121601,2016-10-04,2016-10-04,MO-17500,OFF-EN-10003862,59.752,7,0.2,19.4194,40.3326,4
4305,CA-2014-162278,2014-10-26,2014-10-30,AH-10585,FUR-FU-10000448,63.92,4,0.0,3.196,60.724000000000004,1
4306,CA-2014-162278,2014-10-26,2014-10-30,AH-10585,TEC-PH-10000526,383.96,5,0.2,38.396,345.56399999999996,1
4307,CA-2016-161095,2016-06-28,2016-06-28,CS-12250,OFF-BI-10002764,7.752,3,0.2,2.8101,4.9419,4
4308,CA-2016-161095,2016-06-28,2016-06-28,CS-12250,OFF-BI-10001524,33.568,2,0.2,11.7488,21.8192,4
4309,CA-2014-125829,2014-11-04,2014-11-11,WB-21850,TEC-PH-10001079,666.344,7,0.2,66.6344,599.7096,2
4310,CA-2014-125829,2014-11-04,2014-11-11,WB-21850,FUR-TA-10002041,573.728,4,0.2,-64.5444,638.2724,2
4311,CA-2014-125829,2014-11-04,2014-11-11,WB-21850,OFF-BI-10001036,21.936,3,0.2,8.226,13.709999999999999,2
4312,CA-2014-125829,2014-11-04,2014-11-11,WB-21850,OFF-PA-10000223,19.44,3,0.0,9.3312,10.1088,2
4313,CA-2014-125829,2014-11-04,2014-11-11,WB-21850,TEC-MA-10003246,447.968,4,0.2,139.99,307.978,2
4314,CA-2014-123127,2014-09-08,2014-09-12,SP-20620,OFF-AP-10001962,16.78,2,0.0,4.195,12.585,2
4315,CA-2015-115945,2015-06-25,2015-07-01,AB-10165,OFF-AR-10004062,20.96,2,0.0,5.24,15.72,2
4316,CA-2015-115945,2015-06-25,2015-07-01,AB-10165,OFF-BI-10004330,88.752,3,0.2,27.735,61.016999999999996,2
4317,CA-2015-115945,2015-06-25,2015-07-01,AB-10165,OFF-ST-10001963,304.23,3,0.0,9.1269,295.10310000000004,2
4318,CA-2015-136735,2015-07-26,2015-08-02,HA-14920,OFF-EN-10002230,167.86,2,0.0,78.8942,88.96580000000002,2
4319,US-2017-136189,2017-12-07,2017-12-11,DC-13285,FUR-FU-10000175,82.38,6,0.0,25.5378,56.84219999999999,2
4320,CA-2014-152345,2014-12-29,2015-01-03,ST-20530,TEC-PH-10004897,23.976,3,0.2,-5.6943,29.670299999999997,1
4321,CA-2014-152345,2014-12-29,2015-01-03,ST-20530,OFF-ST-10003123,33.29,1,0.0,7.9896,25.3004,1
4322,US-2015-147662,2015-02-14,2015-02-19,KB-16315,OFF-BI-10001658,14.952,2,0.7,-11.9616,26.913600000000002,2
4323,US-2015-147662,2015-02-14,2015-02-19,KB-16315,TEC-PH-10002834,323.982,3,0.4,-80.9955,404.9775,2
4324,US-2015-147662,2015-02-14,2015-02-19,KB-16315,OFF-BI-10002160,2.286,2,0.7,-1.6764,3.9623999999999997,2
4325,US-2015-147662,2015-02-14,2015-02-19,KB-16315,OFF-AR-10004999,14.352,3,0.2,0.897,13.455,2
4326,US-2015-147662,2015-02-14,2015-02-19,KB-16315,TEC-AC-10003280,71.976,3,0.2,0.8997,71.0763,2
4327,CA-2016-153346,2016-01-25,2016-01-27,TB-21355,OFF-AR-10000315,9.21,3,0.0,2.3025,6.907500000000001,3
4328,CA-2016-153346,2016-01-25,2016-01-27,TB-21355,OFF-PA-10000007,18.0,5,0.0,8.28,9.72,3
4329,CA-2017-118360,2017-04-01,2017-04-07,JC-15775,OFF-PA-10000791,42.93,9,0.0,19.3185,23.6115,2
4330,CA-2017-149853,2017-10-03,2017-10-09,PO-18850,OFF-PA-10000556,15.552,3,0.2,5.4432,10.108799999999999,2
4331,CA-2017-149853,2017-10-03,2017-10-09,PO-18850,OFF-AP-10000804,17.92,5,0.2,1.12,16.8,2
4332,CA-2017-107909,2017-09-01,2017-09-06,SS-20875,TEC-AC-10001998,19.99,1,0.0,6.7966,13.193399999999999,2
4333,CA-2017-107909,2017-09-01,2017-09-06,SS-20875,OFF-BI-10003476,22.92,5,0.2,8.022,14.898000000000001,2
4334,CA-2015-112375,2015-12-21,2015-12-27,RD-19720,TEC-AC-10003237,50.88,6,0.2,14.628,36.252,2
4335,CA-2015-112375,2015-12-21,2015-12-27,RD-19720,OFF-EN-10003798,27.312,2,0.2,9.2178,18.0942,2
4336,CA-2015-154795,2015-12-20,2015-12-24,GZ-14470,OFF-EN-10003068,7.92,1,0.2,2.772,5.148,2
4337,CA-2015-154795,2015-12-20,2015-12-24,GZ-14470,FUR-FU-10002088,14.368,2,0.2,3.9512,10.4168,2
4338,CA-2015-125234,2015-11-27,2015-12-01,SN-20710,TEC-AC-10000158,107.97,3,0.0,22.6737,85.2963,2
4339,CA-2015-125234,2015-11-27,2015-12-01,SN-20710,OFF-PA-10000482,113.82,3,0.0,53.4954,60.3246,2
4340,CA-2017-133501,2017-08-27,2017-09-01,DK-12895,OFF-PA-10004888,5.184,1,0.2,1.8144,3.3696,2
4341,US-2014-129609,2014-03-22,2014-03-22,VM-21835,OFF-AR-10003478,16.28,2,0.0,6.512,9.768,4
4342,CA-2017-130309,2017-12-17,2017-12-21,GB-14575,OFF-ST-10003208,544.38,3,0.0,157.8702,386.5098,2
4343,CA-2017-105410,2017-03-19,2017-03-22,ND-18370,OFF-BI-10004970,19.824,6,0.2,6.6906,13.133400000000002,3
4344,CA-2017-105410,2017-03-19,2017-03-22,ND-18370,TEC-PH-10000038,657.504,6,0.2,-131.5008,789.0048,3
4345,CA-2017-105410,2017-03-19,2017-03-22,ND-18370,TEC-AC-10001552,99.54,2,0.0,10.9494,88.59060000000001,3
4346,CA-2017-105410,2017-03-19,2017-03-22,ND-18370,TEC-AC-10002926,199.96,4,0.0,85.9828,113.97720000000001,3
4347,CA-2016-120355,2016-09-18,2016-09-25,MM-17260,FUR-CH-10001394,631.782,2,0.1,140.396,491.3860000000001,2
4348,CA-2016-120355,2016-09-18,2016-09-25,MM-17260,FUR-FU-10004053,60.72,3,0.0,26.1096,34.6104,2
4349,CA-2017-169894,2017-11-24,2017-11-29,MV-17485,OFF-BI-10004230,20.724,2,0.7,-15.1976,35.9216,1
4350,CA-2017-169894,2017-11-24,2017-11-29,MV-17485,OFF-ST-10000060,415.872,8,0.2,-41.5872,457.4592,1
4351,US-2017-100482,2017-04-11,2017-04-15,JL-15130,OFF-ST-10001325,16.768,2,0.2,1.4672,15.3008,2
4352,US-2017-100482,2017-04-11,2017-04-15,JL-15130,TEC-AC-10003441,27.12,2,0.2,-4.746,31.866,2
4353,CA-2017-107748,2017-12-10,2017-12-12,AG-10330,TEC-PH-10003215,95.84,4,0.2,34.742,61.098000000000006,1
4354,CA-2017-107748,2017-12-10,2017-12-12,AG-10330,OFF-PA-10002005,12.96,2,0.0,6.2208,6.739200000000001,1
4355,CA-2017-153654,2017-11-24,2017-11-26,MD-17860,OFF-BI-10004465,19.008,8,0.7,-12.672,31.68,1
4356,CA-2015-155600,2015-12-04,2015-12-07,RO-19780,OFF-BI-10000545,1598.058,7,0.7,-1065.372,2663.4300000000003,1
4357,CA-2015-155600,2015-12-04,2015-12-07,RO-19780,OFF-AR-10003752,36.96,4,0.2,12.012,24.948,1
4358,CA-2017-162565,2017-12-11,2017-12-11,RR-19315,OFF-PA-10001937,10.368,2,0.2,3.6288,6.7392,4
